10000 50
4828 8027 11043
4829 4252 14308
4830 6926 9721
4831 12607 17116
4832 6195 5200
4833 12568 8898
4834 18185 12426
4835 3739 604
4836 4354 15476
4837 11515 7533
4838 484 6244
4839 15734 19038
4840 17608 15706
4841 12099 14136
4842 17589 10991
4843 2033 5392
4844 19700 5615
4845 11687 2636
4846 16104 6625
4847 8176 4293
4848 9542 2298
4849 11075 743
4850 17698 7726
4851 3201 14813
4852 2345 18403
4853 4646 14715
4854 10105 19180
4855 11237 16732
4856 10867 7712
4857 15054 3335
4858 8727 8455
4859 10421 13439
4860 12426 4778
4861 11402 2107
4862 2751 8529
4863 7178 15929
4864 13024 12292
4865 16369 18253
4866 13065 10721
4867 9124 19570
4868 10636 11762
4869 10941 10121
4870 6852 17092
4871 1156 2178
4872 1864 17719
4873 2525 16209
4874 5999 6942
4875 11719 9298
4876 7756 18425
4877 6953 19472
4878 15401 10507
4879 19150 14131
4880 12383 8424
4881 15496 15519
4882 11440 1799
4883 13560 971
4884 11092 18427
4885 15519 853
4886 19382 14295
4887 8365 16674
4888 9234 1245
4889 8187 10890
4890 16539 15233
4891 10009 16257
4892 15729 4294
4893 11152 13313
4894 7443 7481
4895 12256 10302
4896 5820 16177
4897 14328 7751
4898 8722 13611
4899 12037 7887
4900 8739 16165
4901 6811 7555
4902 580 8120
4903 5717 15176
4904 2417 6166
4905 1398 10255
4906 6511 18955
4907 19600 7758
4908 1070 18591
4909 6071 10752
4910 1053 4865
4911 17393 18326
4912 2429 3224
4913 16834 11720
4914 19607 7502
4915 18 5222
4916 9129 4697
4917 9169 6828
4918 18355 9708
4919 15873 14885
4920 1491 771
4921 16077 13622
4922 1379 8001
4923 6592 12029
4924 2780 18801
4925 3665 9014
4926 3692 184
4927 19759 17409
4928 9129 6120
4929 13621 12944
4930 18165 5087
4931 9783 9990
4932 16817 7293
4933 17001 15303
4934 6539 15172
4935 12294 9225
4936 19199 8029
4937 16030 4723
4938 16751 577
4939 15729 18973
4940 4338 15882
4941 16065 15745
4942 13154 8029
4943 10500 12175
4944 5118 2282
4945 7368 472
4946 10461 3282
4947 10575 13502
4948 5157 7278
4949 18801 3927
4950 9503 11695
4951 19724 7446
4952 8520 8701
4953 5630 15753
4954 11077 5270
4955 17503 1358
4956 17103 15414
4957 19795 13567
4958 2093 10256
4959 8889 10294
4960 10766 7210
4961 10492 12608
4962 2461 17578
4963 4855 17418
4964 1344 7617
4965 19312 7
4966 3805 10846
4967 15899 19035
4968 11139 12324
4969 17594 1528
4970 2885 18567
4971 10332 11448
4972 5015 16339
4973 2946 10126
4974 16772 3459
4975 10669 11834
4976 793 3889
4977 1466 1160
4978 18577 3254
4979 7222 2673
4980 19031 16272
4981 3469 6533
4982 1919 2835
4983 15159 19367
4984 894 9409
4985 7975 9104
4986 551 131
4987 16469 18307
4988 4784 1917
4989 5376 19415
4990 7600 1555
4991 5443 16044
4992 13555 8393
4993 7998 3261
4994 5933 8483
4995 1106 15219
4996 18104 4963
4997 7798 4574
4998 293 22
4999 9431 19308
5000 8411 17538
5001 17668 13757
5002 12063 5313
5003 7230 14137
5004 9903 16847
5005 14753 8957
5006 5000 13854
5007 2246 16548
5008 19808 14906
5009 3388 6595
5010 18166 2092
5011 7054 4493
5012 5418 16269
5013 12642 11203
5014 10510 5710
5015 3248 18424
5016 12181 15272
5017 16937 17267
5018 7755 595
5019 17441 4166
5020 9474 17657
5021 11511 8546
5022 5093 10825
5023 5730 10108
5024 13055 1252
5025 3343 5469
5026 9961 11220
5027 7488 10396
5028 17951 11730
5029 13792 129
5030 14905 4812
5031 16436 13391
5032 10657 7085
5033 7679 13372
5034 13889 18412
5035 12420 1472
5036 10017 3362
5037 14186 282
5038 10390 11461
5039 12712 16267
5040 1735 3444
5041 11015 16054
5042 2801 8047
5043 19776 18502
5044 14982 751
5045 5563 9919
5046 3309 9886
5047 16970 18350
5048 11721 10318
5049 8729 1001
5050 2472 1961
5051 5322 17500
5052 17782 8840
5053 300 15859
5054 12125 4523
5055 4318 13011
5056 9064 13859
5057 1905 15332
5058 10185 11864
5059 8967 18032
5060 7951 5166
5061 11404 10881
5062 9230 11259
5063 1576 4725
5064 5725 950
5065 19262 6656
5066 508 4548
5067 13387 4583
5068 16793 18289
5069 19163 13686
5070 6696 8917
5071 19127 19832
5072 11515 12111
5073 3975 1031
5074 19062 1699
5075 3216 9293
5076 173 7012
5077 14623 14619
5078 15696 9402
5079 6703 12550
5080 19206 1420
5081 5968 5964
5082 6898 16065
5083 10705 19354
5084 9392 3690
5085 12606 9867
5086 6050 12439
5087 4550 11732
5088 9114 17564
5089 15614 4876
5090 14168 4527
5091 7891 18829
5092 9800 14340
5093 93 2513
5094 11414 1847
5095 3266 6795
5096 9110 6971
5097 3035 5585
5098 4939 16007
5099 19696 13739
5100 19957 10682
5101 3120 8653
5102 16736 6006
5103 3569 7669
5104 8896 2201
5105 6727 15534
5106 10715 19415
5107 13754 10969
5108 13481 16866
5109 18712 10198
5110 16992 1247
5111 8217 1977
5112 7562 6101
5113 18459 11252
5114 1342 8852
5115 15885 14506
5116 19510 1299
5117 7304 19004
5118 3025 16245
5119 14797 7225
5120 2758 11920
5121 11335 17876
5122 8844 9824
5123 6689 1440
5124 11638 18677
5125 19923 5400
5126 3729 4981
5127 7434 4491
5128 15742 7642
5129 16493 5892
5130 398 13436
5131 14734 12377
5132 7732 19907
5133 12504 18389
5134 5613 10756
5135 19028 7300
5136 1527 4723
5137 14546 6714
5138 8153 10371
5139 9047 1235
5140 2986 16142
5141 1123 5321
5142 9811 6714
5143 14355 8556
5144 10799 1905
5145 15340 10847
5146 19575 11196
5147 7455 10073
5148 8461 7307
5149 14414 19958
5150 3609 10426
5151 11500 13441
5152 154 5136
5153 11858 6045
5154 3631 4659
5155 800 904
5156 6224 6617
5157 13330 18274
5158 3181 12386
5159 14290 7685
5160 14883 13980
5161 1527 9629
5162 16053 10810
5163 14468 8981
5164 5290 866
5165 11291 8881
5166 18674 5251
5167 6738 2790
5168 5186 15179
5169 19837 18595
5170 15850 8817
5171 15433 16989
5172 11614 18425
5173 10810 8762
5174 12798 11147
5175 5126 5100
5176 11080 4033
5177 14842 3004
5178 11985 7133
5179 7998 9309
5180 14541 13626
5181 18876 15640
5182 14781 9566
5183 4745 5613
5184 559 19966
5185 8782 933
5186 14273 16408
5187 14832 566
5188 5680 5887
5189 17033 1994
5190 7093 18477
5191 2509 18510
5192 17865 18172
5193 1656 13702
5194 3010 6201
5195 19827 6005
5196 1644 13903
5197 3468 15054
5198 17019 16424
5199 12742 4564
5200 5497 17577
5201 13985 1523
5202 18441 16121
5203 2007 5168
5204 7161 4120
5205 18948 15391
5206 10252 10605
5207 5129 17809
5208 11510 8117
5209 14317 6784
5210 12789 10872
5211 4774 10495
5212 5549 10784
5213 3560 4593
5214 9157 2567
5215 143 16301
5216 14175 11005
5217 7125 10479
5218 11999 12615
5219 16734 5484
5220 17226 19159
5221 9764 12034
5222 9842 7478
5223 11946 11244
5224 18027 1351
5225 12222 2614
5226 13109 7167
5227 14303 13347
5228 14292 15009
5229 17575 17862
5230 14162 3448
5231 10804 14069
5232 900 8336
5233 951 17928
5234 3411 12898
5235 8408 14036
5236 6069 16989
5237 4466 14523
5238 5766 12262
5239 13613 12763
5240 15376 145
5241 3663 2186
5242 11885 4836
5243 19844 17965
5244 15826 6176
5245 5975 13770
5246 4191 9987
5247 14675 16778
5248 14705 5090
5249 14339 11977
5250 2364 14468
5251 11456 2746
5252 13621 4785
5253 17046 12273
5254 1387 19386
5255 15882 10658
5256 9196 13114
5257 17950 19545
5258 17509 1080
5259 7255 14145
5260 4267 9687
5261 16025 9581
5262 6358 8457
5263 13546 10699
5264 19027 17414
5265 8233 4236
5266 6981 1391
5267 6175 16040
5268 4664 16953
5269 16339 3220
5270 10230 6050
5271 19164 8572
5272 8116 15777
5273 16856 13465
5274 3961 1977
5275 11663 462
5276 10042 8227
5277 16683 4039
5278 11090 12751
5279 10164 6580
5280 10815 10116
5281 7858 18397
5282 14436 14148
5283 11100 14032
5284 13604 19100
5285 1501 3790
5286 12362 185
5287 12313 17016
5288 6832 16829
5289 15157 9168
5290 5981 10793
5291 19019 3171
5292 7210 12374
5293 5124 12054
5294 14985 18299
5295 8414 15287
5296 10035 5800
5297 16299 12624
5298 3007 823
5299 16274 3750
5300 3892 16610
5301 13146 17774
5302 11142 12605
5303 9433 5458
5304 10977 17973
5305 8765 942
5306 4112 13309
5307 5682 4136
5308 12541 11321
5309 9619 10805
5310 2444 7525
5311 9676 14385
5312 7008 8830
5313 9652 5974
5314 6076 10014
5315 2976 2277
5316 16403 9967
5317 18923 12473
5318 14283 7544
5319 5516 4707
5320 5648 1611
5321 14920 10633
5322 11120 9760
5323 1080 16953
5324 4110 3660
5325 11184 7051
5326 1435 2905
5327 11734 860
5328 3185 4794
5329 11159 17738
5330 14 5612
5331 11930 10486
5332 2959 16416
5333 3959 10852
5334 15559 13593
5335 15203 5827
5336 16459 1206
5337 10965 6474
5338 3427 7578
5339 7589 8397
5340 15447 7536
5341 6792 18772
5342 15983 13233
5343 18026 18525
5344 16262 15520
5345 1131 5536
5346 16022 12628
5347 9043 9413
5348 264 15332
5349 8924 9354
5350 15180 15822
5351 13380 478
5352 6952 7990
5353 11919 4344
5354 12740 6730
5355 10617 19507
5356 14630 4538
5357 17770 17408
5358 12284 10613
5359 2484 12147
5360 17683 4898
5361 17525 19966
5362 9378 10056
5363 1739 2919
5364 12272 9642
5365 1815 10662
5366 7491 3803
5367 8144 15194
5368 15890 10794
5369 17523 62
5370 19568 4981
5371 9519 4491
5372 1898 14198
5373 1162 3640
5374 15787 10534
5375 15431 3645
5376 19962 9821
5377 16228 12955
5378 15873 9340
5379 15333 17966
5380 4979 4497
5381 4651 17147
5382 12341 8821
5383 19615 12795
5384 9208 4582
5385 9562 13489
5386 17980 8776
5387 19325 15432
5388 19072 16229
5389 6762 16838
5390 482 11210
5391 17382 18544
5392 11498 443
5393 6134 13609
5394 7926 3723
5395 8219 1466
5396 18613 12904
5397 18076 9221
5398 2015 7305
5399 8238 17690
5400 7531 11223
5401 16350 17799
5402 13231 5510
5403 18090 12026
5404 8863 12302
5405 19863 1204
5406 19747 5696
5407 2490 17244
5408 10852 7597
5409 11319 8624
5410 6441 18777
5411 8032 15889
5412 1461 1405
5413 5061 6107
5414 149 19828
5415 7402 13298
5416 11097 7679
5417 9540 3751
5418 12128 679
5419 9332 3981
5420 5184 990
5421 3037 9194
5422 6437 1283
5423 5231 5526
5424 10501 17288
5425 12416 16549
5426 8789 16942
5427 14698 16799
5428 19257 10249
5429 10076 19759
5430 13056 15757
5431 3435 13829
5432 17579 504
5433 1182 9326
5434 13307 6058
5435 3399 10513
5436 19706 14842
5437 16124 6435
5438 8313 6142
5439 19781 1354
5440 14254 15165
5441 8458 8548
5442 1698 19394
5443 5995 3156
5444 2914 17307
5445 13063 12422
5446 6251 12321
5447 12825 12850
5448 2175 181
5449 6239 14006
5450 4519 15481
5451 10323 9637
5452 12424 576
5453 6718 2798
5454 504 736
5455 15900 2850
5456 7750 11109
5457 10503 4358
5458 7513 9447
5459 6753 16497
5460 5270 6778
5461 19098 19816
5462 12665 11520
5463 11701 11922
5464 2280 11191
5465 6672 17939
5466 3927 6798
5467 3725 13346
5468 16143 16350
5469 17085 6794
5470 9644 12998
5471 4107 9337
5472 13694 17393
5473 3191 14609
5474 7457 17558
5475 4335 9944
5476 6111 12726
5477 598 3432
5478 11706 15127
5479 6317 12298
5480 6588 13985
5481 17134 9340
5482 2685 6866
5483 19568 858
5484 7652 15180
5485 8177 16652
5486 2340 13647
5487 11039 8635
5488 19595 12385
5489 9942 14229
5490 524 3403
5491 12481 10628
5492 14060 6634
5493 18112 13078
5494 1727 2117
5495 16101 4429
5496 10120 4666
5497 11531 9586
5498 10443 12805
5499 4336 11098
5500 4102 14446
5501 8092 8864
5502 13851 2793
5503 15178 15482
5504 6063 13445
5505 16848 5119
5506 15747 6586
5507 9572 9328
5508 2405 6158
5509 4626 4035
5510 4815 483
5511 5148 17078
5512 6663 14935
5513 4091 13030
5514 480 13457
5515 7903 8426
5516 13641 4581
5517 7373 12346
5518 4180 7491
5519 936 18902
5520 4021 10242
5521 13179 14135
5522 19814 16119
5523 2276 2750
5524 3137 18570
5525 19052 3253
5526 330 7951
5527 2885 4199
5528 13580 6992
5529 16800 6975
5530 11752 14059
5531 14991 4702
5532 13400 1745
5533 9235 2364
5534 1265 17579
5535 4172 6522
5536 17008 1637
5537 17755 17350
5538 16452 16821
5539 15390 16382
5540 19634 19588
5541 7538 14441
5542 14991 16315
5543 3306 10423
5544 13749 8571
5545 18981 106
5546 1159 1853
5547 3597 13972
5548 12687 10910
5549 4840 9183
5550 12057 10303
5551 11940 9011
5552 6361 9064
5553 5885 6046
5554 18780 19164
5555 18751 1274
5556 12067 14765
5557 11080 6288
5558 13062 3409
5559 11979 10737
5560 7194 3163
5561 5015 7312
5562 1283 4705
5563 15614 4963
5564 14145 13969
5565 4271 16806
5566 5816 6201
5567 11617 12562
5568 18608 8528
5569 7691 17501
5570 15126 13739
5571 8503 2793
5572 5433 3544
5573 6953 15934
5574 6671 18494
5575 18008 15283
5576 2594 10216
5577 14920 19374
5578 4336 228
5579 14196 6886
5580 3691 14833
5581 17385 18467
5582 7380 5858
5583 10738 9001
5584 2853 5987
5585 16077 18428
5586 1221 14331
5587 17874 4580
5588 16865 6653
5589 1498 1178
5590 12813 3535
5591 10103 15858
5592 15231 11758
5593 11986 5022
5594 8259 15919
5595 7103 6181
5596 999 8301
5597 14159 4487
5598 13488 8379
5599 10717 4896
5600 19675 12692
5601 7022 6794
5602 7725 17247
5603 251 1248
5604 18777 4589
5605 4476 18101
5606 13958 11589
5607 3347 14578
5608 15951 5540
5609 17810 15332
5610 17864 4210
5611 12510 4912
5612 9399 18863
5613 7241 3020
5614 4267 19238
5615 11929 14309
5616 1102 294
5617 17540 15303
5618 16550 5178
5619 9767 17791
5620 12243 15326
5621 3267 14242
5622 8819 2552
5623 8091 6613
5624 18296 4769
5625 5330 2253
5626 7164 16159
5627 15021 14192
5628 17211 12914
5629 12151 18613
5630 9274 1478
5631 1771 432
5632 15734 6727
5633 11905 15662
5634 9804 8635
5635 312 1671
5636 12264 2046
5637 4597 3578
5638 6542 17434
5639 18554 9040
5640 11292 1189
5641 17348 3884
5642 18075 18455
5643 11369 8720
5644 3685 11637
5645 9466 19871
5646 302 12958
5647 19684 7588
5648 3250 12387
5649 17373 11588
5650 9610 13053
5651 11451 14037
5652 13966 18225
5653 12010 16047
5654 1438 508
5655 18048 10564
5656 10799 12729
5657 7536 15395
5658 4115 5225
5659 16861 18904
5660 15126 7799
5661 17108 6327
5662 13914 11780
5663 518 16791
5664 4731 13515
5665 6568 17891
5666 11927 10692
5667 8917 14370
5668 10416 5892
5669 2751 17278
5670 7841 11854
5671 934 799
5672 12545 18639
5673 215 8469
5674 3724 13011
5675 809 17076
5676 19754 18850
5677 10629 14268
5678 11059 13667
5679 3534 7498
5680 5388 12141
5681 2832 10101
5682 822 13666
5683 15910 8100
5684 5378 11237
5685 19442 18660
5686 15810 9570
5687 4561 16728
5688 5196 8355
5689 1365 4775
5690 1850 8920
5691 4121 18526
5692 12793 1603
5693 11622 11101
5694 18598 203
5695 12343 15155
5696 1607 338
5697 14003 11527
5698 15978 18780
5699 10016 9912
5700 4924 1355
5701 10925 5810
5702 2537 17085
5703 1791 15485
5704 16611 4084
5705 9355 3156
5706 18033 18461
5707 16415 13475
5708 927 7177
5709 3732 4388
5710 15894 19525
5711 19862 16074
5712 3952 13852
5713 12631 10216
5714 128 19930
5715 1284 18999
5716 1160 1403
5717 18487 8560
5718 396 48
5719 4131 278
5720 19785 17007
5721 11819 13486
5722 3312 14169
5723 1345 8233
5724 8973 4239
5725 3763 5076
5726 17502 4866
5727 15070 19976
5728 10191 1453
5729 1382 7700
5730 3050 6670
5731 4424 19018
5732 3929 4209
5733 4256 2911
5734 19540 4325
5735 17683 8387
5736 18224 19324
5737 9844 9501
5738 14085 17887
5739 2125 11188
5740 12616 3057
5741 4275 2239
5742 2214 6469
5743 7921 19344
5744 3395 8757
5745 11778 5655
5746 1024 6445
5747 10653 16202
5748 15464 4952
5749 5628 11261
5750 15999 15003
5751 10678 3310
5752 12810 14222
5753 12108 521
5754 8060 6895
5755 6303 10585
5756 12823 675
5757 7143 10577
5758 6272 11389
5759 16497 11416
5760 13422 9667
5761 12463 4626
5762 827 14445
5763 19396 3115
5764 10727 16290
5765 7644 1376
5766 4685 6725
5767 17298 18321
5768 15193 13847
5769 17093 5758
5770 16342 3253
5771 279 3395
5772 10324 5516
5773 13256 3774
5774 15189 16595
5775 2613 9752
5776 14378 4962
5777 19406 15075
5778 14542 11556
5779 4198 15153
5780 16528 1620
5781 8345 11841
5782 6514 17565
5783 11411 5642
5784 11399 1706
5785 1310 8503
5786 11897 4092
5787 9608 1589
5788 5362 18572
5789 15167 2863
5790 8967 16902
5791 1863 14131
5792 5558 19696
5793 11251 1268
5794 12772 16451
5795 18070 11800
5796 19993 9300
5797 6864 2766
5798 8408 6506
5799 4563 18274
5800 3128 16158
5801 250 5873
5802 3813 15024
5803 13596 9857
5804 9071 9174
5805 6075 5114
5806 15596 18037
5807 17732 7937
5808 5556 17505
5809 13955 5335
5810 17134 18327
5811 3978 8377
5812 11142 17126
5813 19983 7193
5814 1818 19549
5815 15707 898
5816 3122 4945
5817 16321 12308
5818 2164 6934
5819 16107 6268
5820 11381 11234
5821 5623 18533
5822 6469 3328
5823 833 19706
5824 5040 8376
5825 6702 11139
5826 19515 18526
5827 15651 7032
5828 14224 7009
5829 6557 11986
5830 12883 16042
5831 986 18615
5832 10922 16004
5833 2937 17306
5834 19925 9437
5835 17023 15395
5836 13927 7657
5837 10985 2645
5838 2350 16747
5839 5122 8169
5840 19307 3742
5841 2267 8175
5842 15206 15174
5843 2182 14269
5844 2606 9430
5845 1823 5090
5846 57 15488
5847 7843 19160
5848 12818 7330
5849 16767 7131
5850 2525 12742
5851 399 10141
5852 12785 12803
5853 9549 11383
5854 19551 11486
5855 11579 11022
5856 19197 15209
5857 10382 13845
5858 4466 10754
5859 183 8915
5860 14005 7071
5861 18911 18357
5862 17517 14061
5863 1390 3105
5864 10236 10334
5865 3075 14508
5866 4648 12760
5867 1915 3473
5868 11207 17432
5869 5270 11463
5870 18837 7109
5871 2318 16848
5872 7045 18033
5873 5138 9051
5874 17966 7862
5875 11284 1673
5876 29 11970
5877 2382 6546
5878 9651 17545
5879 7878 3771
5880 18279 19886
5881 8997 7305
5882 10777 19278
5883 13062 10911
5884 18726 18336
5885 5444 18331
5886 11530 17562
5887 11946 4113
5888 13164 14926
5889 19139 17083
5890 15107 7481
5891 19450 10423
5892 16968 15136
5893 12680 18183
5894 18305 2970
5895 2855 16910
5896 4214 16583
5897 12213 8204
5898 19114 11342
5899 9677 5274
5900 3604 14191
5901 8104 15121
5902 19233 11485
5903 2763 16401
5904 13484 8748
5905 16228 1901
5906 12323 8590
5907 77 12029
5908 10211 5643
5909 8612 12757
5910 6018 8516
5911 1450 7819
5912 16022 10231
5913 1572 13662
5914 18935 11487
5915 5678 11249
5916 2721 18890
5917 10375 13781
5918 10182 1953
5919 10701 13137
5920 15037 17
5921 4958 6928
5922 18957 3712
5923 5706 1387
5924 14143 5519
5925 14034 10669
5926 18487 16512
5927 6742 15484
5928 5497 14508
5929 2347 4665
5930 15913 4432
5931 3321 8024
5932 18156 18633
5933 16938 10047
5934 19535 4689
5935 1057 7638
5936 10917 10924
5937 14635 2367
5938 3753 6225
5939 11744 16692
5940 7360 17895
5941 14406 5777
5942 17612 5847
5943 16706 17499
5944 2163 3109
5945 3892 19052
5946 3427 14428
5947 9412 7212
5948 13611 17935
5949 2623 6349
5950 10338 13145
5951 4068 32
5952 2398 1255
5953 3831 15054
5954 11745 6150
5955 396 15574
5956 17703 19105
5957 1303 11153
5958 8651 11666
5959 14774 18008
5960 13412 7165
5961 1592 15017
5962 18581 16838
5963 11124 7356
5964 13704 12191
5965 5335 10099
5966 10130 394
5967 18000 5755
5968 17160 12527
5969 18676 1830
5970 13756 8905
5971 4361 15423
5972 6575 11458
5973 19475 5663
5974 3670 11577
5975 18741 10601
5976 5617 13433
5977 6623 16685
5978 4040 4197
5979 16387 17746
5980 7844 14095
5981 10840 18074
5982 180 17973
5983 6851 8839
5984 10669 17339
5985 6243 1878
5986 17300 776
5987 8585 6955
5988 12617 3874
5989 15450 8059
5990 18659 12639
5991 6071 10543
5992 3579 4276
5993 4824 9045
5994 6791 3970
5995 18064 1211
5996 15636 10986
5997 5311 5256
5998 14094 15815
5999 9505 12161
6000 14039 1114
6001 1889 12100
6002 19054 11338
6003 11564 10473
6004 14884 11671
6005 661 3365
6006 13907 13542
6007 14169 3083
6008 12128 13837
6009 17806 18993
6010 16555 15270
6011 6255 12222
6012 17477 12190
6013 4356 7917
6014 78 11570
6015 9036 13860
6016 5959 10468
6017 18157 10924
6018 17749 5013
6019 13035 9720
6020 9437 12632
6021 6173 10047
6022 13129 19695
6023 13532 16694
6024 15686 1608
6025 16877 11337
6026 19910 12240
6027 4429 19484
6028 7400 17386
6029 5308 5136
6030 18995 3829
6031 14296 14343
6032 1618 4954
6033 6318 8805
6034 14876 19366
6035 8349 15704
6036 5750 4312
6037 4007 10874
6038 7567 18878
6039 486 17538
6040 5226 19604
6041 11843 13714
6042 13197 5136
6043 18873 12623
6044 17758 16949
6045 17129 532
6046 14874 16752
6047 18057 11425
6048 16581 12844
6049 8561 726
6050 16429 11456
6051 15768 16910
6052 4135 2178
6053 1056 19774
6054 13663 11701
6055 11304 17893
6056 7958 18888
6057 375 19498
6058 12120 1155
6059 14455 19248
6060 19779 6229
6061 19332 11583
6062 19359 11005
6063 200 13741
6064 14466 15939
6065 3747 8760
6066 2021 10895
6067 13072 19514
6068 15639 6155
6069 14207 10479
6070 8371 5653
6071 4540 1862
6072 1359 16329
6073 13835 1267
6074 16866 9830
6075 12410 4641
6076 16223 16644
6077 4000 11742
6078 5482 11934
6079 4224 551
6080 9311 19947
6081 10841 7970
6082 7483 7683
6083 10190 265
6084 10743 19473
6085 5125 4396
6086 2610 15466
6087 8146 6017
6088 7283 3968
6089 10150 18332
6090 2972 4148
6091 17143 2559
6092 10652 15546
6093 7479 17495
6094 18045 16133
6095 12432 11703
6096 19672 3707
6097 7742 19624
6098 19888 3507
6099 19331 17931
6100 18678 10631
6101 6096 4456
6102 6824 1287
6103 1607 10593
6104 8924 14106
6105 14605 8108
6106 10666 11895
6107 3792 11747
6108 9241 17670
6109 13802 11271
6110 19325 3638
6111 7344 2585
6112 2209 18996
6113 18854 15085
6114 9367 2096
6115 9078 18185
6116 18992 8045
6117 5683 11525
6118 2117 5815
6119 16272 3641
6120 11748 11040
6121 19286 10876
6122 2622 18766
6123 16435 3078
6124 10700 8215
6125 11852 6588
6126 9173 10024
6127 5371 15547
6128 10632 7733
6129 9828 4225
6130 18761 16350
6131 4394 18906
6132 6782 17752
6133 19918 10077
6134 10069 8899
6135 16290 16189
6136 7064 1817
6137 582 15576
6138 15005 6037
6139 14251 13368
6140 19955 5704
6141 15727 2454
6142 14353 5479
6143 13211 1097
6144 1673 1336
6145 17685 3039
6146 18296 16785
6147 14536 2079
6148 8507 1429
6149 10327 10805
6150 6993 18575
6151 16743 6617
6152 18544 10408
6153 16445 13676
6154 7043 9900
6155 15603 7047
6156 9501 6998
6157 8828 7681
6158 5129 3853
6159 5188 2039
6160 1429 6802
6161 3586 19224
6162 1302 19724
6163 17504 14474
6164 1630 6160
6165 1087 7831
6166 10799 8623
6167 19030 17829
6168 11505 5694
6169 15593 11826
6170 18873 14899
6171 1896 7547
6172 15227 4725
6173 4929 10724
6174 9114 355
6175 3508 6468
6176 5691 10542
6177 6617 3446
6178 14271 6993
6179 9504 4120
6180 8302 15900
6181 4522 10590
6182 4771 19100
6183 1145 19904
6184 11729 12627
6185 7525 16737
6186 4283 6953
6187 11677 5773
6188 12848 15861
6189 16216 16605
6190 3072 1961
6191 12502 16075
6192 19520 8763
6193 12107 15470
6194 19589 13790
6195 6042 1610
6196 8552 7891
6197 3342 10563
6198 6818 9674
6199 2300 4487
6200 1223 14899
6201 1851 6176
6202 11948 1858
6203 17718 13528
6204 10132 1147
6205 3107 10285
6206 2712 13204
6207 18318 11960
6208 7429 2231
6209 12373 10424
6210 8385 3370
6211 11260 18414
6212 5328 13288
6213 2961 14601
6214 15439 8498
6215 3396 1612
6216 7788 13014
6217 14871 5246
6218 18773 16087
6219 17234 8940
6220 15577 5257
6221 14812 16692
6222 8652 18288
6223 16870 13129
6224 3552 12432
6225 15801 9242
6226 4007 8288
6227 1576 3412
6228 14365 5687
6229 14184 888
6230 2500 9803
6231 2816 17579
6232 2824 6639
6233 19077 14038
6234 2978 17949
6235 3205 16310
6236 9354 18554
6237 16841 18016
6238 7496 14357
6239 6788 13710
6240 19304 7399
6241 15686 18941
6242 18704 19662
6243 5348 17261
6244 14501 13068
6245 2871 19531
6246 17109 17000
6247 3638 2038
6248 16076 16285
6249 14233 2714
6250 15376 19053
6251 13958 13789
6252 8156 1081
6253 15437 7150
6254 17211 15651
6255 3049 18576
6256 13868 12866
6257 12528 15086
6258 8699 12572
6259 5639 17875
6260 17406 3199
6261 16550 4861
6262 6899 10866
6263 7150 16539
6264 15604 2974
6265 18378 17734
6266 11522 10979
6267 12059 8687
6268 15836 16029
6269 8031 3847
6270 2423 9398
6271 2264 7431
6272 2517 16290
6273 5213 14791
6274 12665 11215
6275 10765 10852
6276 12064 6422
6277 17288 7314
6278 3852 18962
6279 18287 789
6280 18523 19455
6281 6786 13016
6282 1702 6396
6283 18777 15196
6284 19043 13889
6285 3287 6807
6286 14238 17817
6287 10458 5550
6288 340 16754
6289 4320 15671
6290 2874 9356
6291 12130 11436
6292 18749 14937
6293 10251 5769
6294 6557 18952
6295 18406 4889
6296 14257 1431
6297 4179 1543
6298 16739 12310
6299 6199 2955
6300 9761 12133
6301 6301 9485
6302 11386 3998
6303 17103 16758
6304 8780 8077
6305 13784 17774
6306 9209 11653
6307 2942 5913
6308 11681 7957
6309 3260 13192
6310 14432 14590
6311 16020 18018
6312 19560 8688
6313 998 198
6314 19504 12650
6315 1134 7196
6316 13032 9265
6317 9614 7434
6318 544 769
6319 5197 6717
6320 4490 5675
6321 13680 18980
6322 1245 10051
6323 14359 16621
6324 6164 12925
6325 3866 17619
6326 15636 595
6327 5635 19886
6328 16435 11547
6329 4197 6632
6330 10179 15939
6331 1555 1682
6332 5468 19562
6333 16682 11168
6334 14236 2363
6335 8037 1878
6336 857 15078
6337 5128 1716
6338 18336 2101
6339 11378 15838
6340 13456 4499
6341 1446 15243
6342 11480 5443
6343 16990 7080
6344 10063 4267
6345 16557 17538
6346 19219 241
6347 16154 18111
6348 5630 4686
6349 7048 12835
6350 14712 16218
6351 11295 11437
6352 13152 11920
6353 10373 12774
6354 8611 7840
6355 12338 1750
6356 13344 18419
6357 3861 10135
6358 17214 1176
6359 5442 850
6360 14739 7276
6361 3868 1998
6362 16460 13958
6363 14995 21
6364 12855 2089
6365 18306 18395
6366 9831 3918
6367 15838 5952
6368 15077 19334
6369 7173 6210
6370 4311 40
6371 18458 15863
6372 5997 14006
6373 15181 18670
6374 15872 19563
6375 3190 16974
6376 15323 10610
6377 4567 3410
6378 3430 11782
6379 13871 15914
6380 14308 12637
6381 12906 8528
6382 10832 490
6383 19823 8743
6384 11304 5908
6385 5947 3348
6386 19210 11966
6387 5972 756
6388 19426 1558
6389 17472 17504
6390 14478 11649
6391 2258 662
6392 423 6152
6393 17934 3177
6394 19090 3852
6395 12840 8156
6396 16683 9749
